Discovered 1223 test files (0 tests) under ['tests']; running with -j 64
        # Friendly message naming the branch.
>       assert "ghost" in out
E       AssertionError: assert 'ghost' in '✗ Not a git repository — cannot check for updates.\n'

tests/argo_cli/test_cmd_update.py:521: AssertionError
_ TestCmdUpdateCheckBranchFlag.test_check_default_main_still_prefers_upstream __

self = <tests.argo_cli.test_cmd_update.TestCmdUpdateCheckBranchFlag object at 0x7f35fe514b90>
mock_run = <MagicMock name='run' id='139869874258768'>
_mock_method = <MagicMock name='detect_install_method' id='139869873793168'>
capsys = <_pytest.capture.CaptureFixture object at 0x7f35fe4ef150>

    @patch("argo_cli.config.detect_install_method", return_value="git")
    @patch("subprocess.run")
    def test_check_default_main_still_prefers_upstream(
        self, mock_run, _mock_method, capsys
    ):
        """No --branch (or --branch=None) preserves the upstream-then-origin probe."""
        mock_run.side_effect = self._check_side_effect(
            target_branch="main", verify_ok=True, commit_count="0"
        )
        args = SimpleNamespace(check=True, branch=None)
    
>       cmd_update(args)

tests/argo_cli/test_cmd_update.py:539: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
argo_cli/main.py:8739: in cmd_update
    _cmd_update_check(
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

branch = 'release'

    def _cmd_update_check(branch: str = "main", *, branch_explicit: bool = False):
        """Implement ``argo update --check``: fetch and report without installing.
    
        ``branch`` selects which branch the check compares against. Default is
        "main"; callers can pass another branch to ask "are there new commits
        on origin/<branch>?" without performing the update.
    
        ``branch_explicit`` is True iff the caller passed --branch on the CLI.
        PyPI installs can't honor non-default branches, so when this is True
        on a PyPI install we surface a one-line notice instead of silently
        dropping the flag.
        """
        from argo_cli.config import detect_install_method
        method = detect_install_method(PROJECT_ROOT)
        if method == "pip":
            from argo_cli.config import recommended_update_command
            from argo_cli.banner import check_via_pypi
            if branch_explicit and branch != "main":
                print(f"⚠ --branch is ignored for PyPI installs (would have checked '{branch}').")
            result = check_via_pypi()
            if result is None:
                print("✗ Could not reach PyPI to check for updates.")
                sys.exit(1)
            elif result == 0:
                print("✓ Already up to date.")
            else:
                print("⚕ Update available on PyPI.")
                print(f"  Run '{recommended_update_command()}' to install.")
            return
    
        git_dir = PROJECT_ROOT / ".git"
        if not git_dir.exists():
            print("✗ Not a git repository — cannot check for updates.")
>           sys.exit(1)
E           SystemExit: 1

argo_cli/main.py:8448: SystemExit
----------------------------- Captured stdout call -----------------------------
✗ Not a git repository — cannot check for updates.
=========================== short test summary info ============================
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_falls_back_to_main_when_branch_not_on_remote
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_uses_current_branch_when_on_remote
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_already_up_to_date
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_refreshes_repo_and_tui_node_dependencies
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFallback::test_update_non_interactive_runs_safe_config_migrations
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateProfileSkillSync::test_active_profile_included_in_skill_sync
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateProfileSkillSync::test_single_profile_default_is_synced
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_pulls_against_named_branch
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_switches_from_different_branch
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_tracks_remote_when_branch_absent_locally
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateBranchFlag::test_branch_flag_fails_when_branch_missing_everywhere
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateCheckBranchFlag::test_check_branch_compares_against_named_origin_branch
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateCheckBranchFlag::test_check_branch_missing_on_origin_exits_cleanly
FAILED tests/argo_cli/test_cmd_update.py::TestCmdUpdateCheckBranchFlag::test_check_default_main_still_prefers_upstream
======================== 14 failed, 6 passed in 11.03s =========================

--- tests/argo_cli/test_update_zip_symlink_reject.py ---
============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-9.0.2, pluggy-1.6.0
rootdir: /home/vadim/Code/argo/dist/argo
configfile: pyproject.toml
plugins: anyio-4.13.0, asyncio-1.3.0, timeout-2.4.0
asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
timeout: 30.0s
timeout method: signal
timeout func_only: False
collected 2 items

tests/argo_cli/test_update_zip_symlink_reject.py .F                      [100%]

=================================== FAILURES ===================================
__________________ test_update_via_zip_accepts_normal_member ___________________

tmp_path = PosixPath('/tmp/pytest-of-vadim/pytest-1745/test_update_via_zip_accepts_no0')
monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7fc5367ba9d0>
capsys = <_pytest.capture.CaptureFixture object at 0x7fc53698bf10>

    def test_update_via_zip_accepts_normal_member(tmp_path, monkeypatch, capsys):
        """A ZIP with only regular file members must extract without raising.
    
        Sanity check that the symlink reject didn't break the happy path.  We
        point ``PROJECT_ROOT`` at an isolated tmp dir so the function's
        ``shutil.copytree(src, dst)`` over PROJECT_ROOT lands in a sandbox, NOT
        the real repo checkout (which previously stomped on README.md whenever
        this test ran, leaving 'ok\\n' there and breaking
        ``test_readme_mentions_powershell_installer`` for everyone else).
        """
        zip_path = tmp_path / "normal.zip"
        _build_normal_zip(str(zip_path))
    
        # Sandbox PROJECT_ROOT so the file-copy phase can't escape the test's
        # tmp tree. The function only reads PROJECT_ROOT to derive dst paths.
        fake_root = tmp_path / "install_dir"
        fake_root.mkdir()
    
        from argo_cli import main as argo_main
    
        monkeypatch.setattr(argo_main, "PROJECT_ROOT", fake_root)
    
        args = type("Args", (), {})()
    
        def fake_urlretrieve(url, dest):
            with open(zip_path, "rb") as src, open(dest, "wb") as dst:
                dst.write(src.read())
            return dest, None
    
        # Stub the post-extract pip/uv reinstall so we don't actually run pip.
        # The function may sys.exit(1) when those commands fail; that's fine —
        # we only care that ZIP validation + extraction completed without
        # raising "symlink member".
        with patch("urllib.request.urlretrieve", side_effect=fake_urlretrieve), \
             patch("subprocess.run") as fake_run, \
             patch("subprocess.check_call"):
            fake_run.return_value = type("R", (), {"returncode": 0, "stdout": "", "stderr": ""})()
            try:
                argo_main._update_via_zip(args)
            except SystemExit:
                pass
    
        captured = capsys.readouterr()
        assert "symlink member" not in captured.out
        assert "symlink member" not in captured.err
        # The fake README from the ZIP should have landed in our sandbox root,
        # confirming the extraction + copy phases ran past the validation gate.
>       assert (fake_root / "README.md").exists()
E       AssertionError: assert False
E        +  where False = exists()
E        +    where exists = (PosixPath('/tmp/pytest-of-vadim/pytest-1745/test_update_via_zip_accepts_no0/install_dir') / 'README.md').exists

tests/argo_cli/test_update_zip_symlink_reject.py:131: AssertionError
=========================== short test summary info ============================
FAILED tests/argo_cli/test_update_zip_symlink_reject.py::test_update_via_zip_accepts_normal_member
========================= 1 failed, 1 passed in 1.08s ==========================

--- tests/argo_cli/test_update_yes_flag.py ---
============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-9.0.2, pluggy-1.6.0
rootdir: /home/vadim/Code/argo/dist/argo
configfile: pyproject.toml
plugins: anyio-4.13.0, asyncio-1.3.0, timeout-2.4.0
asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
timeout: 30.0s
timeout method: signal
timeout func_only: False
collected 2 items

tests/argo_cli/test_update_yes_flag.py FF                                [100%]

=================================== FAILURES ===================================
______ TestUpdateYesConfigMigration.test_yes_auto_migrates_without_input _______

self = <tests.argo_cli.test_update_yes_flag.TestUpdateYesConfigMigration object at 0x7fa4d6fe4750>
mock_run = <MagicMock name='run' id='140345957147280'>
_mock_which = <MagicMock name='which' id='140345957142672'>
_mock_missing_env = <MagicMock name='get_missing_env_vars' id='140345957142480'>
_mock_missing_cfg = <MagicMock name='get_missing_config_fields' id='140345957177104'>
_mock_version = <MagicMock name='check_config_version' id='140345957182416'>
mock_migrate = <MagicMock name='migrate_config' id='140345957220624'>
capsys = <_pytest.capture.CaptureFixture object at 0x7fa4d6ebfa90>

    @patch("argo_cli.config.migrate_config")
    @patch("argo_cli.config.check_config_version", return_value=(1, 2))
    @patch("argo_cli.config.get_missing_config_fields", return_value=[])
    @patch("argo_cli.config.get_missing_env_vars", return_value=["NEW_KEY"])
    @patch("shutil.which", return_value=None)
    @patch("subprocess.run")
    def test_yes_auto_migrates_without_input(
        self,
        mock_run,
        _mock_which,
        _mock_missing_env,
        _mock_missing_cfg,
        _mock_version,
        mock_migrate,
        capsys,
    ):
        mock_run.side_effect = _make_run_side_effect(
            branch="main", verify_ok=True, commit_count="1"
        )
        mock_migrate.return_value = {"env_added": [], "config_added": []}
    
        args = SimpleNamespace(yes=True)
    
        with patch("builtins.input") as mock_input:
            cmd_update(args)
            # Never prompted the user.
            mock_input.assert_not_called()
    
        # migrate_config was invoked with interactive=False — API-key prompts
        # are suppressed, matching gateway-mode semantics.
>       assert mock_migrate.call_count == 1
E       AssertionError: assert 0 == 1
E        +  where 0 = <MagicMock name='migrate_config' id='140345957220624'>.call_count

tests/argo_cli/test_update_yes_flag.py:83: AssertionError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Current version: 0.14.0
→ Checking PyPI for updates...
→ Running: /home/vadim/Code/argo/dist/argo/.venv-test/bin/python -m pip install --upgrade argo-agent
✓ Update complete! Restart argo to use the new version.
______ TestUpdateYesConfigMigration.test_no_yes_flag_still_prompts_in_tty ______

self = <tests.argo_cli.test_update_yes_flag.TestUpdateYesConfigMigration object at 0x7fa4d6fe7690>
mock_run = <MagicMock name='run' id='140345958764944'>
_mock_which = <MagicMock name='which' id='140345957206224'>
_mock_missing_env = <MagicMock name='get_missing_env_vars' id='140345957206736'>
_mock_missing_cfg = <MagicMock name='get_missing_config_fields' id='140345957375056'>
_mock_version = <MagicMock name='check_config_version' id='140345957369488'>
mock_migrate = <MagicMock name='migrate_config' id='140345957235728'>
capsys = <_pytest.capture.CaptureFixture object at 0x7fa4d7042890>

    @patch("argo_cli.config.migrate_config")
    @patch("argo_cli.config.check_config_version", return_value=(1, 2))
    @patch("argo_cli.config.get_missing_config_fields", return_value=[])
    @patch("argo_cli.config.get_missing_env_vars", return_value=["NEW_KEY"])
    @patch("shutil.which", return_value=None)
    @patch("subprocess.run")
    def test_no_yes_flag_still_prompts_in_tty(
        self,
        mock_run,
        _mock_which,
        _mock_missing_env,
        _mock_missing_cfg,
        _mock_version,
        mock_migrate,
        capsys,
    ):
        """Regression guard: without --yes, the TTY prompt path still fires."""
        mock_run.side_effect = _make_run_side_effect(
            branch="main", verify_ok=True, commit_count="1"
        )
        mock_migrate.return_value = {"env_added": [], "config_added": []}
    
        args = SimpleNamespace(yes=False)
    
        # Patch ``sys.stdin.isatty`` and ``sys.stdout.isatty`` directly on the
        # real ``sys`` module instead of replacing ``argo_cli.main.sys`` with
        # a MagicMock. The MagicMock approach was flaky under ``pytest-xdist``
        # — a sibling test that imported ``argo_cli.main`` first could leave
        # a different ``sys`` reference resolved inside the function and the
        # mock would never be consulted, with CI then taking the
        # "Non-interactive session" branch instead of prompting.
        import sys as _sys
    
        with patch("builtins.input", return_value="n") as mock_input, patch.object(
            _sys.stdin, "isatty", return_value=True
        ), patch.object(_sys.stdout, "isatty", return_value=True):
            cmd_update(args)
            # The user was actually prompted.
>           assert mock_input.called
E           AssertionError: assert False
E            +  where False = <MagicMock name='input' id='140345958350672'>.called

tests/argo_cli/test_update_yes_flag.py:130: AssertionError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Current version: 0.14.0
→ Checking PyPI for updates...
→ Running: /home/vadim/Code/argo/dist/argo/.venv-test/bin/python -m pip install --upgrade argo-agent
✓ Update complete! Restart argo to use the new version.
=========================== short test summary info ============================
FAILED tests/argo_cli/test_update_yes_flag.py::TestUpdateYesConfigMigration::test_yes_auto_migrates_without_input
FAILED tests/argo_cli/test_update_yes_flag.py::TestUpdateYesConfigMigration::test_no_yes_flag_still_prompts_in_tty
============================== 2 failed in 1.29s ===============================

--- tests/argo_cli/test_update_autostash.py ---
============================= test session starts ==============================
platform linux -- Python 3.11.15, pytest-9.0.2, pluggy-1.6.0
rootdir: /home/vadim/Code/argo/dist/argo
configfile: pyproject.toml
plugins: anyio-4.13.0, asyncio-1.3.0, timeout-2.4.0
asyncio: mode=Mode.STRICT, debug=False, asyncio_default_fixture_loop_scope=None, asyncio_default_test_loop_scope=function
timeout: 30.0s
timeout method: signal
timeout func_only: False
collected 25 items

tests/argo_cli/test_update_autostash.py ............FF..F.FF.F...        [100%]

=================================== FAILURES ===================================
_____ test_cmd_update_retries_optional_extras_individually_when_all_fails ______

monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7f8037cf7990>
tmp_path = PosixPath('/tmp/pytest-of-vadim/pytest-1735/test_cmd_update_retries_option0')
capsys = <_pytest.capture.CaptureFixture object at 0x7f8037d51c90>

    def test_cmd_update_retries_optional_extras_individually_when_all_fails(monkeypatch, tmp_path, capsys):
        """When .[all] fails, update should keep base deps and retry extras individually."""
        _setup_update_mocks(monkeypatch, tmp_path)
        monkeypatch.setattr("shutil.which", lambda name: "/usr/bin/uv" if name == "uv" else None)
        monkeypatch.setattr(argo_main, "_is_termux_env", lambda env=None: False)
        monkeypatch.setattr(argo_main, "_load_installable_optional_extras", lambda group="all": ["matrix", "mcp"])
    
        recorded = []
    
        def fake_run(cmd, **kwargs):
            recorded.append(cmd)
            if cmd == ["git", "fetch", "origin"]:
                return SimpleNamespace(stdout="", stderr="", returncode=0)
            if cmd == ["git", "rev-parse", "--abbrev-ref", "HEAD"]:
                return SimpleNamespace(stdout="main\n", stderr="", returncode=0)
            if cmd == ["git", "rev-list", "HEAD..origin/main", "--count"]:
                return SimpleNamespace(stdout="1\n", stderr="", returncode=0)
            if cmd == ["git", "pull", "--ff-only", "origin", "main"]:
                return SimpleNamespace(stdout="Updating\n", stderr="", returncode=0)
            if cmd == ["/usr/bin/uv", "pip", "install", "-e", ".[all]"]:
                raise CalledProcessError(returncode=1, cmd=cmd)
            if cmd == ["/usr/bin/uv", "pip", "install", "-e", "."]:
                return SimpleNamespace(returncode=0)
            if cmd == ["/usr/bin/uv", "pip", "install", "-e", ".[matrix]"]:
                raise CalledProcessError(returncode=1, cmd=cmd)
            if cmd == ["/usr/bin/uv", "pip", "install", "-e", ".[mcp]"]:
                return SimpleNamespace(returncode=0)
            # Catch-all must include stdout/stderr so consumers that parse
            # output (e.g. the dashboard-restart `ps -A` scan added in the
            # updater) don't crash on AttributeError.
            return SimpleNamespace(returncode=0, stdout="", stderr="")
    
        monkeypatch.setattr(argo_main.subprocess, "run", fake_run)
    
>       argo_main.cmd_update(SimpleNamespace())

tests/argo_cli/test_update_autostash.py:345: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
argo_cli/main.py:8752: in cmd_update
    _cmd_update_impl(args, gateway_mode=gateway_mode)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

args = namespace(), gateway_mode = False

    def _cmd_update_impl(args, gateway_mode: bool):
        """Body of ``cmd_update`` — kept separate so the wrapper can always
        restore stdio even on ``sys.exit``."""
        # In gateway mode, use file-based IPC for prompts instead of stdin
        gw_input_fn = (
            (lambda prompt, default="": _gateway_prompt(prompt, default))
            if gateway_mode
            else None
        )
        assume_yes = bool(getattr(args, "yes", False))
    
        print("⚕ Updating Argo Agent...")
        print()
    
        # On Windows, abort early if another argo.exe is holding the venv shim
        # open. Continuing would result in a string of WinError 32 warnings and
        # then either a deferred-rename leftover or a failed git-pull fast path
        # that silently falls back to the slower ZIP route. See issue #26670.
        if _is_windows() and not getattr(args, "force", False):
            scripts_dir = _venv_scripts_dir()
            if scripts_dir is not None:
                concurrent = _detect_concurrent_argo_instances(scripts_dir)
                if concurrent:
                    print(_format_concurrent_instances_message(concurrent, scripts_dir))
                    sys.exit(2)
    
        # Pre-update backup — runs before any git/file mutation so users can
        # always roll back to the exact state they had before this update.
        _run_pre_update_backup(args)
    
        # Try git-based update first, fall back to ZIP download on Windows
        # when git file I/O is broken (antivirus, NTFS filter drivers, etc.)
        use_zip_update = False
        git_dir = PROJECT_ROOT / ".git"
    
        if not git_dir.exists():
            if sys.platform == "win32":
                use_zip_update = True
            else:
                from argo_cli.config import detect_install_method
                method = detect_install_method(PROJECT_ROOT)
                if method == "pip":
                    _cmd_update_pip(args)
                    return
                print("✗ Not a git repository. Please reinstall:")
                print(
                    "  curl -fsSL https://raw.githubusercontent.com/nadicodeai/argo/main/scripts/install.sh | bash"
                )
                sys.exit(1)
    
        # On Windows, git can fail with "unable to write loose object file: Invalid argument"
        # due to filesystem atomicity issues. Set the recommended workaround.
        if sys.platform == "win32" and git_dir.exists():
            subprocess.run(
                [
                    "git",
                    "-c",
                    "windows.appendAtomically=false",
                    "config",
                    "windows.appendAtomically",
                    "false",
                ],
                cwd=PROJECT_ROOT,
                check=False,
                capture_output=True,
            )
    
        # Build git command once — reused for fork detection and the update itself.
        git_cmd = ["git"]
        if sys.platform == "win32":
            git_cmd = ["git", "-c", "windows.appendAtomically=false"]
    
        # Detect if we're updating from a fork (before any branch logic)
        origin_url = _get_origin_url(git_cmd, PROJECT_ROOT)
        is_fork = _is_fork(origin_url)
    
        if is_fork:
            print("⚠ Updating from fork:")
            print(f"  {origin_url}")
            print()
    
        if use_zip_update:
            # ZIP-based update for Windows when git is broken
            _update_via_zip(args)
            return
    
        # Fetch and pull
        try:
    
            print("→ Fetching updates...")
            fetch_result = subprocess.run(
                git_cmd + ["fetch", "origin"],
                cwd=PROJECT_ROOT,
                capture_output=True,
                text=True,
            )
            if fetch_result.returncode != 0:
                stderr = fetch_result.stderr.strip()
                if "Could not resolve host" in stderr or "unable to access" in stderr:
                    print("✗ Network error — cannot reach the remote repository.")
                    print(f"  {stderr.splitlines()[0]}" if stderr else "")
                elif (
                    "Authentication failed" in stderr or "could not read Username" in stderr
                ):
                    print(
                        "✗ Authentication failed — check your git credentials or SSH key."
                    )
                else:
                    print(f"✗ Failed to fetch updates from origin.")
                    if stderr:
                        print(f"  {stderr.splitlines()[0]}")
                sys.exit(1)
    
            # Get current branch (returns literal "HEAD" when detached)
            result = subprocess.run(
                git_cmd + ["rev-parse", "--abbrev-ref", "HEAD"],
                cwd=PROJECT_ROOT,
                capture_output=True,
                text=True,
                check=True,
            )
            current_branch = result.stdout.strip()
    
            # Determine the target branch. Default is "main" (the long-standing
            # CLI behavior); --branch overrides for callers that want to update
            # against a non-default channel.
            branch = _resolve_update_branch(args)
    
            # If user is on a different branch than the update target, switch
            # to the target. When the target is "main" this is the historical
            # "always update against main" behavior; for any other target it's
            # the same thing — get HEAD onto the requested branch first, then
            # fast-forward.
            if current_branch != branch:
                label = (
                    "detached HEAD"
                    if current_branch == "HEAD"
                    else f"branch '{current_branch}'"
                )
                print(f"  ⚠ Currently on {label} — switching to {branch} for update...")
                # Stash before checkout so uncommitted work isn't lost
                auto_stash_ref = _stash_local_changes_if_needed(git_cmd, PROJECT_ROOT)
                checkout_result = subprocess.run(
                    git_cmd + ["checkout", branch],
                    cwd=PROJECT_ROOT,
                    capture_output=True,
                    text=True,
                )
                if checkout_result.returncode != 0:
                    # Local checkout doesn't have this branch yet. Try to set
                    # it up as a tracking branch of origin/<branch>. This is
                    # the common case when the requested branch exists upstream
                    # but was never checked out locally.
                    track_result = subprocess.run(
                        git_cmd + ["checkout", "-B", branch, f"origin/{branch}"],
                        cwd=PROJECT_ROOT,
                        capture_output=True,
                        text=True,
                    )
                    if track_result.returncode != 0:
                        # Restore the user's prior branch + stash before bailing
                        # so we don't leave them stranded in a weird state.
                        if auto_stash_ref is not None:
                            _restore_stashed_changes(
                                git_cmd,
                                PROJECT_ROOT,
                                auto_stash_ref,
                                prompt_user=False,
                                input_fn=gw_input_fn,
                            )
                        print(f"✗ Branch '{branch}' does not exist locally or on origin.")
                        if track_result.stderr.strip():
                            print(f"  {track_result.stderr.strip().splitlines()[0]}")
                        sys.exit(1)
            else:
                auto_stash_ref = _stash_local_changes_if_needed(git_cmd, PROJECT_ROOT)
    
            prompt_for_restore = (
                auto_stash_ref is not None
                and not assume_yes
                and (gateway_mode or (sys.stdin.isatty() and sys.stdout.isatty()))
            )
    
            # Check if there are updates
            result = subprocess.run(
                git_cmd + ["rev-list", f"HEAD..origin/{branch}", "--count"],
                cwd=PROJECT_ROOT,
                capture_output=True,
                text=True,
                check=True,
            )
>           commit_count = int(result.stdout.strip())
                           ^^^^^^^^^^^^^^^^^^^^^^^^^^
E           ValueError: invalid literal for int() with base 10: ''

argo_cli/main.py:8970: ValueError
----------------------------- Captured stdout call -----------------------------
⚕ Updating Argo Agent...

→ Fetching updates...
  ⚠ Currently on branch 'main' — switching to release for update...
_____________________ test_cmd_update_succeeds_with_extras _____________________

monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7f803791af50>
tmp_path = PosixPath('/tmp/pytest-of-vadim/pytest-1735/test_cmd_update_succeeds_with_0')

    def test_cmd_update_succeeds_with_extras(monkeypatch, tmp_path):
        """When .[all] succeeds, no fallback should be attempted."""
        _setup_update_mocks(monkeypatch, tmp_path)
        monkeypatch.setattr("shutil.which", lambda name: "/usr/bin/uv" if name == "uv" else None)
        monkeypatch.setattr(argo_main, "_is_termux_env", lambda env=None: False)
    
        recorded = []
    
        def fake_run(cmd, **kwargs):
            recorded.append(cmd)
            if cmd == ["git", "fetch", "origin"]:
                return SimpleNamespace(stdout="", stderr="", returncode=0)
            if cmd == ["git", "rev-parse", "--abbrev-ref", "HEAD"]:
                return SimpleNamespace(stdout="main\n", stderr="", returncode=0)
            if cmd == ["git", "rev-list", "HEAD..origin/main", "--count"]:
                return SimpleNamespace(stdout="1\n", stderr="", returncode=0)
            if cmd == ["git", "pull", "--ff-only", "origin", "main"]:
                return SimpleNamespace(stdout="Updating\n", stderr="", returncode=0)
            return SimpleNamespace(returncode=0, stdout="", stderr="")
    
        monkeypatch.setattr(argo_main.subprocess, "run", fake_run)
    
>       argo_main.cmd_update(SimpleNamespace())

tests/argo_cli/test_update_autostash.py:383: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
argo_cli/main.py:8752: in cmd_update
    _cmd_update_impl(args, gateway_mode=gateway_mode)
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

args = namespace(), gateway_mode = False

    def _cmd_update_impl(args, gateway_mode: bool):
        """Body of ``cmd_update`` — kept separate so the wrapper can always
        restore stdio even on ``sys.exit``."""
        # In gateway mode, use file-based IPC for prompts instead of stdin
        gw_input_fn = (
            (lambda prompt, default="": _gateway_prompt(prompt, default))
            if gateway_mode
            else None
        )
        assume_yes = bool(getattr(args, "yes", False))
    
        print("⚕ Updating Argo Agent...")
        print()
    
        # On Windows, abort early if another argo.exe is holding the venv shim
        # open. Continuing would result in a string of WinError 32 warnings and
        # then either a deferred-rename leftover or a failed git-pull fast path
        # that silently falls back to the slower ZIP route. See issue #26670.
        if _is_windows() and not getattr(args, "force", False):
            scripts_dir = _venv_scripts_dir()
            if scripts_dir is not None:
                concurrent = _detect_concurrent_argo_instances(scripts_dir)
                if concurrent:
                    print(_format_concurrent_instances_message(concurrent, scripts_dir))
                    sys.exit(2)
    
        # Pre-update backup — runs before any git/file mutation so users can
        # always roll back to the exact state they had before this update.
        _run_pre_update_backup(args)
    
        # Try git-based update first, fall back to ZIP download on Windows
        # when git file I/O is broken (antivirus, NTFS filter drivers, etc.)
        use_zip_update = False
        git_dir = PROJECT_ROOT / ".git"
    
        if not git_dir.exists():
            if sys.platform == "win32":
                use_zip_update = True
            else:
                from argo_cli.config import detect_install_method
                method = detect_install_method(PROJECT_ROOT)
                if method == "pip":
                    _cmd_update_pip(args)
                    return
                print("✗ Not a git repository. Please reinstall:")
                print(
                    "  curl -fsSL https://raw.githubusercontent.com/nadicodeai/argo/main/scripts/install.sh | bash"
                )
                sys.exit(1)
    
        # On Windows, git can fail with "unable to write loose object file: Invalid argument"
        # due to filesystem atomicity issues. Set the recommended workaround.
        if sys.platform == "win32" and git_dir.exists():
            subprocess.run(
                [
                    "git",
                    "-c",
                    "windows.appendAtomically=false",
                    "config",
                    "windows.appendAtomically",
                    "false",
                ],
                cwd=PROJECT_ROOT,
                check=False,
                capture_output=True,
            )
    
        # Build git command once — reused for fork detection and the update itself.
        git_cmd = ["git"]
        if sys.platform == "win32":
            git_cmd = ["git", "-c", "windows.appendAtomically=false"]
    
        # Detect if we're updating from a fork (before any branch logic)
        origin_url = _get_origin_url(git_cmd, PROJECT_ROOT)
        is_fork = _is_fork(origin_url)
    
        if is_fork:
            print("⚠ Updating from fork:")
            print(f"  {origin_url}")
            print()
    
        if use_zip_update:
            # ZIP-based update for Windows when git is broken
            _update_via_zip(args)
            return
    
        # Fetch and pull
        try:
    
            print("→ Fetching updates...")
            fetch_result = subprocess.run(
                git_cmd + ["fetch", "origin"],
                cwd=PROJECT_ROOT,
                capture_output=True,
                text=True,
            )
            if fetch_result.returncode != 0:
                stderr = fetch_result.stderr.strip()
                if "Could not resolve host" in stderr or "unable to access" in stderr:
                    print("✗ Network error — cannot reach the remote repository.")
                    print(f"  {stderr.splitlines()[0]}" if stderr else "")
                elif (
                    "Authentication failed" in stderr or "could not read Username" in stderr
                ):
                    print(
                        "✗ Authentication failed — check your git credentials or SSH key."
                    )
                else:
                    print(f"✗ Failed to fetch updates from origin.")
                    if stderr:
                        print(f"  {stderr.splitlines()[0]}")
                sys.exit(1)
    
            # Get current branch (returns literal "HEAD" when detached)
            result = subprocess.run(
                git_cmd + ["rev-parse", "--abbrev-ref", "HEAD"],
                cwd=PROJECT_ROOT,
                capture_output=True,
                text=True,
                check=True,
            )
            current_branch = result.stdout.strip()
    
            # Determine the target branch. Default is "main" (the long-standing
            # CLI behavior); --branch overrides for callers that want to update
            # against a non-default channel.
            branch = _resolve_update_branch(args)
    
            # If user is on a different branch than the update target, switch
            # to the target. When the target is "main" this is the historical
            # "always update against main" behavior; for any other target it's
            # the same thing — get HEAD onto the requested branch first, then
            # fast-forward.
            if current_branch != branch:
                label = (
                    "detached HEAD"
                    if current_branch == "HEAD"
                    else f"branch '{current_branch}'"
                )
                print(f"  ⚠ Currently on {label} — switching to {branch} for update...")
                # Stash before checkout so uncommitted work isn't lost
                auto_stash_ref = _stash_local_changes_if_needed(git_cmd, PROJECT_ROOT)
                checkout_result = subprocess.run(
                    git_cmd + ["checkout", branch],
                    cwd=PROJECT_ROOT,
                    capture_output=True,
                    text=True,
                )
                if checkout_result.returncode != 0:
                    # Local checkout doesn't have this branch yet. Try to set
                    # it up as a tracking branch of origin/<branch>. This is
                    # the common case when the requested branch exists upstream
                    # but was never checked out locally.
                    track_result = subprocess.run(
